id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
849d5730-ba1a-4995-8705-d9a2472a363f,Mateus Gomes,2006-09-15,249.855.441-08,44554-457,da Rosa de Santos,TO,Brasil,F,+55 11 4292 8529,24985544108@exemplo.com.br,2025-05-14
3147942e-4992-4125-a7b8-fd35bb653a1f,Luara da Mota,2006-09-05,596.621.035-04,68552-665,Nunes,BA,Brasil,M,71 9677-7381,59662103504@exemplo.com.br,2024-06-19
b12945bd-c728-4291-a546-9b179520452e,Alícia da Rocha,1987-05-16,777.757.062-26,80671536,Almeida,DF,Brasil,M,(011) 2910 8634,77775706226@exemplo.com.br,2025-06-05
3f2f2913-7580-4500-9152-ff75db964f57,Théo Marques,1980-05-20,337.637.447-64,92695685,Aparecida da Mata,AP,Brasil,F,+55 (041) 7636 5730,33763744764@exemplo.com.br,2023-10-30
d3ea282b-224f-425b-b079-e8107752764a,Emanuel Pinto,1943-12-05,617.114.134-61,57151-884,Nunes da Prata,MS,Brasil,M,11 9935-8692,61711413461@exemplo.com.br,2023-07-02
db90dc92-73f1-4a9b-a5e7-9c7475588674,Mirella Cardoso,1962-11-06,251.481.205-18,01721-989,Novaes do Norte,AM,Brasil,M,+55 81 4312 4958,25148120518@exemplo.com.br,2025-02-02
ae3c5c13-6455-4848-b61e-1397fad38a52,Lucas Gabriel Cunha,1984-04-21,053.355.460-51,49717651,Cavalcante,RJ,Brasil,F,(084) 2465 0653,05335546051@exemplo.com.br,2024-02-19
9a96b7b9-e423-489e-9a2c-af843b4a610c,Dra. Maria Sophia Lima,1990-06-03,610.712.882-63,90233414,da Paz de Peixoto,GO,Brasil,M,0800-796-8816,61071288263@exemplo.com.br,2024-10-29
b4bd2f02-7626-48f7-910c-1ad8467e6346,Rafaela Fonseca,1938-09-09,760.898.532-57,97864-587,Barros,MG,Brasil,M,0500-926-2712,76089853257@exemplo.com.br,2023-09-23
20c9ef19-321a-4842-85b6-b47112a27fb1,Dra. Sarah Ferreira,1993-06-27,272.377.822-23,57786-462,Pires,AP,Brasil,M,(061) 2550 8327,27237782223@exemplo.com.br,2025-02-25
a1bdbe0c-3329-4215-9cf4-a664ea1fdb48,Luiz Miguel Duarte,2004-09-02,973.977.381-02,09383389,Fonseca do Oeste,RS,Brasil,M,+55 21 8355-4412,97397738102@exemplo.com.br,2023-07-29
7381399d-79be-460a-a7af-783767ded560,Eduardo Barros,1951-05-05,998.423.950-57,45368-875,Caldeira,AL,Brasil,F,+55 (081) 3956 8068,99842395057@exemplo.com.br,2025-05-31
b8dab3d6-171d-43ea-b0da-76d925d0b12b,Marina Barbosa,1973-01-12,273.529.916-73,75432358,Gonçalves,MG,Brasil,F,0500-598-4609,27352991673@exemplo.com.br,2025-05-31
98a2f0b2-dad3-45fb-9156-16bc3945e1c7,Arthur Gabriel Mendes,1945-11-10,802.728.655-11,91845-380,Casa Grande,PB,Brasil,F,+55 11 6063-9626,80272865511@exemplo.com.br,2025-01-17
0cf59ab4-e9a0-42b3-b02d-816831e9b130,Júlia Vasconcelos,1998-01-26,267.732.624-16,51003287,Carvalho,GO,Brasil,F,+55 (041) 8222-7528,26773262416@exemplo.com.br,2024-04-25
7cb66410-47fa-407e-b22b-cb176d78d3a9,Cecília Mendes,2005-04-19,831.235.846-83,99158-594,Sales,TO,Brasil,M,+55 (084) 3630 1685,83123584683@exemplo.com.br,2024-05-30
af5090ae-8103-4bde-94e1-1afe2bc9f28b,Sr. Renan Costela,1967-12-20,371.104.016-01,50853-938,Santos do Amparo,MT,Brasil,M,+55 (021) 4590 1769,37110401601@exemplo.com.br,2024-02-02
8b6c1800-4308-407b-9263-ea601801d613,Lucas Duarte,1973-02-26,697.729.676-33,60423-457,Moura dos Dourados,TO,Brasil,F,0500 134 5936,69772967633@exemplo.com.br,2023-09-13
c5c3367e-63e8-4876-b5cb-7bf6e2eea07d,Sra. Maria Alice Nascimento,1990-03-09,934.805.702-83,27694687,Lima,SC,Brasil,F,(011) 8183-7994,93480570283@exemplo.com.br,2024-11-02
eaeda269-2dea-4ae2-9e00-72d2a99faedf,Isabella Novaes,1934-11-23,873.893.863-80,73819642,Alves,PE,Brasil,M,(041) 8830 1821,87389386380@exemplo.com.br,2023-10-15
8fdbaab1-1346-4fb6-a09d-10685e2d0930,Ana Vitória Macedo,1980-12-18,146.841.779-84,89221-196,Pires,BA,Brasil,F,(011) 4224 0397,14684177984@exemplo.com.br,2024-02-14
1efd7895-2889-4f28-b346-b0d4bcf558e1,Rhavi Rodrigues,1937-05-17,332.004.573-51,78295352,Vargas Grande,DF,Brasil,M,(031) 7400-3771,33200457351@exemplo.com.br,2024-11-09
e8845f6e-bbe9-4b41-b14a-269709382588,Antonella Araújo,1980-06-27,647.480.656-88,55544464,Pires Verde,RN,Brasil,M,+55 31 3613 8688,64748065688@exemplo.com.br,2025-04-12
9206f878-5162-4a0f-a75e-e1c30ad8c655,Diogo Duarte,1998-01-27,398.697.751-28,35967-699,Barbosa,PA,Brasil,M,0300 833 5394,39869775128@exemplo.com.br,2024-09-30
e26f4c68-dfc8-401e-8ea9-e25b744a74c1,Davi Lucas Souza,2006-03-06,900.473.947-77,40526-178,Vasconcelos da Prata,SP,Brasil,F,81 1544 5706,90047394777@exemplo.com.br,2025-02-25
8a3d4c34-fc40-4cfb-86a8-bf09edfcaf83,Lucas Santos,1948-03-14,612.037.718-87,67753722,Ferreira do Amparo,ES,Brasil,M,+55 (011) 9900-5245,61203771887@exemplo.com.br,2024-05-20
b8eec3ad-7aa8-4354-876b-f879ac9473a6,Valentim Rezende,2001-03-04,540.269.180-16,81441-789,Pimenta de Minas,TO,Brasil,M,31 5742-4598,54026918016@exemplo.com.br,2025-06-03
0153057c-440e-4631-8f83-a0d8cb2e361a,Dra. Sophie Cardoso,1964-11-28,895.196.114-83,62874-110,Jesus da Mata,PE,Brasil,M,0500 660 4599,89519611483@exemplo.com.br,2023-12-04
572172bb-e02f-4d30-a7f0-84be77ba109f,Natália Duarte,1938-02-06,258.885.064-61,82590-419,Moura,RS,Brasil,M,(081) 6605-0688,25888506461@exemplo.com.br,2023-12-24
c6d247f0-104b-4d08-980e-2a280127349a,Srta. Alexia Garcia,1952-01-31,609.489.176-04,44696-595,Aragão,SP,Brasil,M,+55 84 1517 5081,60948917604@exemplo.com.br,2024-05-21
40a4c67f-8009-4120-95b4-dc39589ede5b,Maria Clara Silva,1978-12-01,730.266.109-03,58359743,Montenegro,SC,Brasil,M,(031) 1869-9751,73026610903@exemplo.com.br,2023-10-16
77823719-1cc9-4742-97ee-b49542845098,José Pedro Casa Grande,1963-12-18,881.814.165-03,72430933,Pacheco de Pimenta,SC,Brasil,F,(071) 2107 0683,88181416503@exemplo.com.br,2023-10-20
b51e829a-3449-4e7b-a759-967bd916318d,Ayla Porto,2007-02-04,176.571.698-18,21920-553,Carvalho do Campo,AP,Brasil,M,+55 (041) 3712-2239,17657169818@exemplo.com.br,2023-11-10
9925e7d1-7cb7-47ad-96af-310fed74dce5,Isis da Mota,1936-01-04,989.872.296-15,27814755,Jesus Verde,ES,Brasil,M,+55 21 6456-8474,98987229615@exemplo.com.br,2025-02-08
b29b6538-499d-47a2-88f0-985d437c81b9,Alexia Peixoto,2006-12-30,167.821.026-99,33518-148,Cavalcante,ES,Brasil,M,+55 (061) 8040 8027,16782102699@exemplo.com.br,2023-11-13
c242680d-17eb-48b1-90b9-297f7c0de690,Ágatha Peixoto,1950-01-28,230.079.188-05,11009659,das Neves do Galho,GO,Brasil,F,+55 61 7313-8260,23007918805@exemplo.com.br,2023-09-29
4191a74b-45b9-4503-b822-a5e3e4ca4376,Arthur Marques,1996-05-09,661.530.173-01,34864877,Ribeiro de Moraes,AC,Brasil,F,61 1304-5654,66153017301@exemplo.com.br,2024-05-02
2ed644ec-c3df-485a-a0f5-750fb8755627,Emanuelly da Luz,2003-02-07,106.054.046-18,34948-582,Silva de Goiás,PB,Brasil,M,+55 41 8878 3119,10605404618@exemplo.com.br,2023-07-15
09ceb0ef-4dd1-4a65-be34-f5f10dad3ba2,Brayan Ribeiro,1983-06-25,977.815.704-65,20942-227,da Luz do Sul,PA,Brasil,M,+55 (051) 0676 9981,97781570465@exemplo.com.br,2024-01-30
b1bd8263-a3c5-4636-b284-84547748ec55,Lunna Alves,1958-03-03,442.790.689-37,13106387,Albuquerque do Sul,PB,Brasil,M,0800-728-2477,44279068937@exemplo.com.br,2024-04-21
0a008624-6434-466c-83c3-880de57363ad,Gustavo Dias,1946-07-23,854.907.348-33,37752-500,da Luz,AP,Brasil,M,+55 (021) 7339 4154,85490734833@exemplo.com.br,2024-09-03
b50a66fa-8e02-421b-901f-abeb0eefc4db,Maitê Rios,1945-10-17,382.319.036-53,91340429,Macedo,AM,Brasil,F,0900 664 6769,38231903653@exemplo.com.br,2023-12-10
c9d292ca-5db8-4dea-9b3c-90940da6a4d8,Nina Correia,1984-12-04,331.664.912-07,92385385,Rocha,BA,Brasil,M,71 9287-8821,33166491207@exemplo.com.br,2023-08-14
52537e08-2f0e-462d-a30a-f77365efad82,Noah Camargo,1990-10-29,034.514.765-19,26262700,Barros da Praia,RJ,Brasil,F,(051) 1844 6094,03451476519@exemplo.com.br,2024-05-18
50c04224-0769-4539-81e8-8eb83c3a4993,Luiz Miguel Gonçalves,1968-04-27,529.544.840-09,07108-694,Abreu das Flores,AL,Brasil,F,11 0774 5584,52954484009@exemplo.com.br,2024-04-01
5715b2e4-ab76-499e-9b50-71947eef462f,Kevin Duarte,1967-11-30,213.298.445-45,85425453,Cirino de Goiás,PB,Brasil,M,71 3136 7678,21329844545@exemplo.com.br,2024-02-09
98f0c7f4-ea9a-4bf8-8aaa-8514c6e5d725,Helena Ribeiro,1940-08-21,284.155.728-84,88146-626,Pinto,AM,Brasil,F,0300-035-3241,28415572884@exemplo.com.br,2023-08-15
5df95e6f-33fc-47c3-94ee-f5aec690828e,Stephany Peixoto,1993-03-01,683.274.643-29,63441520,Aparecida do Galho,CE,Brasil,M,11 2297 3890,68327464329@exemplo.com.br,2023-09-20
2c9c5e3e-46a6-4c20-9a02-b68320f450b4,Isis Câmara,2002-04-30,694.134.728-33,90810612,Souza,SP,Brasil,M,81 4451 7949,69413472833@exemplo.com.br,2024-12-15
254e05b4-685e-4b4d-ab3f-a4cc948d7e9a,Heloisa Peixoto,1937-02-24,873.888.924-13,63138-640,Cunha da Serra,SP,Brasil,F,+55 (041) 3063 6112,87388892413@exemplo.com.br,2025-06-16
893af291-dfe0-410f-953a-8da6fcc120ce,João Lucas Pastor,2001-10-13,234.873.132-64,61999-425,Pinto,DF,Brasil,F,0800-829-4775,23487313264@exemplo.com.br,2023-07-25
36462fb2-3b00-4e03-9d4f-95f9a7a39bdf,Bárbara Freitas,2002-07-16,342.335.659-32,22191-861,Lima dos Dourados,RN,Brasil,F,81 2858-4069,34233565932@exemplo.com.br,2024-09-26
ee814307-7637-4d82-b18b-189ac0969962,Bella Fernandes,2000-02-18,847.678.266-63,08434965,Oliveira de Gonçalves,DF,Brasil,M,+55 (051) 1269 8330,84767826663@exemplo.com.br,2024-07-02
3e009bde-a58e-4547-9420-559a0b225598,Srta. Marcela Macedo,2007-03-06,337.853.470-41,94991672,Peixoto,SC,Brasil,M,+55 (031) 7722-2829,33785347041@exemplo.com.br,2025-04-28
dbb5c398-d540-4f0d-94bc-7d630ebac61f,Theodoro Nogueira,1975-11-25,984.817.155-49,31802-955,Mendonça,RN,Brasil,F,(051) 4691 3704,98481715549@exemplo.com.br,2023-09-12
e80e8a37-dd1a-4f8f-8e26-fc6dfb6363c7,Pedro Jesus,1966-10-06,575.987.922-08,97392-151,Alves,BA,Brasil,F,+55 71 8048 9511,57598792208@exemplo.com.br,2024-01-28
d384e462-a32e-4210-be66-525da43b6dd8,Sr. Henry Gabriel Azevedo,1940-01-21,600.058.298-26,40799-115,Almeida Verde,AC,Brasil,M,+55 (084) 2007-8466,60005829826@exemplo.com.br,2024-06-18
c1dc2066-886f-477e-9f1d-17d32eddf022,Hadassa Montenegro,1969-03-18,439.846.546-08,59101-591,Souza,RS,Brasil,F,+55 84 5274-9738,43984654608@exemplo.com.br,2023-12-11
49f1541e-9f48-4f7c-9494-4a82a4313af1,Davi Miguel Gomes,1986-12-19,156.748.445-63,14761137,Andrade de Macedo,RO,Brasil,F,+55 (031) 4816 3795,15674844563@exemplo.com.br,2023-09-29
300ca6ba-7e3d-4768-a80a-e3efbce45527,Isabel Pimenta,1982-06-25,945.223.454-78,51722-447,Campos,DF,Brasil,F,+55 41 0009-7647,94522345478@exemplo.com.br,2024-07-23
d4f757dd-1df5-4de2-9822-7dcc7f7bf9ac,Dra. Luana Leão,1986-03-24,720.793.065-09,99343-687,Pereira de Costa,GO,Brasil,F,+55 61 0478 9123,72079306509@exemplo.com.br,2024-08-09
733e3140-c15e-4d06-a44c-b442b6f709e0,Daniel Leão,2003-10-03,792.875.568-08,16632417,Montenegro,PR,Brasil,F,71 1042 7125,79287556808@exemplo.com.br,2023-12-14
be9406ef-543a-48d3-983e-bcaa6e945b35,Isaque Silveira,1991-05-19,886.931.063-88,44905906,da Mata do Sul,MA,Brasil,M,(081) 9343 0141,88693106388@exemplo.com.br,2024-05-15
a62b2815-ff64-436b-98e1-d32d99f60649,Dr. Matheus Monteiro,2004-05-05,070.726.304-98,11851-593,Ribeiro,RN,Brasil,F,+55 21 8266-3826,07072630498@exemplo.com.br,2024-07-29
20eb315a-e3db-4960-991c-06425c570655,Sr. Augusto da Rocha,1978-08-26,679.265.373-28,49226-252,da Rocha do Amparo,AP,Brasil,F,+55 (011) 1930 6942,67926537328@exemplo.com.br,2024-08-30
012e533a-91be-4668-b70d-a6f940023296,Srta. Stella Correia,1941-12-05,162.317.964-16,01254-454,Montenegro,SP,Brasil,M,71 3808 3261,16231796416@exemplo.com.br,2024-12-02
2f70701e-361e-459d-86c9-af8c9b4dd6b3,Augusto Brito,1958-11-29,309.319.113-05,15500-852,Cirino,AM,Brasil,F,+55 84 7191 4475,30931911305@exemplo.com.br,2024-05-08
f214c770-acf0-4343-97d7-63aa020aed79,Aylla Mendes,2003-08-19,432.758.481-58,90062-502,Leão,PB,Brasil,M,0300 886 2557,43275848158@exemplo.com.br,2024-03-09
a164a260-06cd-4265-905f-1960ebbeeee5,Antony Rocha,1974-05-21,805.360.739-19,52303-680,Lopes Paulista,RR,Brasil,M,+55 11 2975 1175,80536073919@exemplo.com.br,2024-02-27
1b80dd34-86f6-48d7-b3bc-934aebeaa6b7,Pedro Mendonça,1996-07-06,886.111.425-26,43737475,da Rocha,AC,Brasil,F,11 9361-0636,88611142526@exemplo.com.br,2023-09-07
59b78eba-850a-4b47-a3ab-19fc20e000d5,Vitor Hugo Câmara,1958-09-18,159.192.148-94,95317-442,Viana do Amparo,TO,Brasil,M,+55 (061) 9605 4236,15919214894@exemplo.com.br,2024-05-09
9b8daec7-d0a1-4e3c-bb90-a4da8fe4a0ca,Evelyn Cunha,2004-10-03,653.632.720-60,73940900,da Costa,DF,Brasil,F,+55 (011) 3033-8813,65363272060@exemplo.com.br,2025-01-10
621f9826-8d74-4b2f-98a5-6b1963c92e32,Gael Henrique Lima,1963-08-30,245.426.900-98,45521-539,Teixeira,MT,Brasil,M,31 2227-5814,24542690098@exemplo.com.br,2025-06-04
a873c90b-9aa5-4ba7-b1db-09d6105cba40,Ian Câmara,1950-03-31,765.755.335-89,27942-982,da Luz,PB,Brasil,F,+55 (051) 3185-8988,76575533589@exemplo.com.br,2025-02-12
365e5623-8754-4453-a215-578d6b7ef08c,Calebe Rocha,1948-11-30,348.705.663-22,62291-016,da Mata,RS,Brasil,F,+55 84 0462 4071,34870566322@exemplo.com.br,2024-03-20
ac9ab235-e5c9-49e0-bad6-8b112733c52f,Cecília Carvalho,2000-03-27,065.095.491-28,88072713,Nascimento,AM,Brasil,M,+55 61 2719 5631,06509549128@exemplo.com.br,2024-06-13
6e4e46f8-cb7b-4a6b-81bc-9d0d42f8a9cd,Agatha Mendonça,1935-04-13,533.488.804-09,92252-587,Siqueira,RS,Brasil,F,+55 (061) 0081-0247,53348880409@exemplo.com.br,2024-06-11
71416d73-8176-4d73-be04-b37785dec70a,Bryan Araújo,1968-03-11,249.657.443-26,10994753,Albuquerque,MG,Brasil,M,(021) 8106-8399,24965744326@exemplo.com.br,2025-04-23
1f7d139c-f8c5-4527-9bfb-c4aaff61e228,Srta. Bruna Lopes,1951-05-13,249.025.493-39,50336351,Cavalcante Alegre,MG,Brasil,F,+55 41 8140 8830,24902549339@exemplo.com.br,2023-10-05
a772f2f2-e4c9-4fc7-bd4f-2f84cf24c2f7,Thiago Rodrigues,1939-09-03,391.513.213-71,17743-963,Brito do Norte,PI,Brasil,M,+55 61 2886-3776,39151321371@exemplo.com.br,2025-02-11
25b08151-fa15-49c1-a449-d359d076f59c,Yuri Ramos,1977-06-09,674.326.257-10,53306504,Teixeira Alegre,CE,Brasil,F,+55 (041) 1053-1789,67432625710@exemplo.com.br,2024-02-14
97a324e8-b548-4ce9-96b4-c92684dbcf61,Lucas Gabriel Araújo,1963-08-05,019.106.668-11,14261298,Martins,RJ,Brasil,M,+55 84 5941 4590,01910666811@exemplo.com.br,2024-09-27
975ae759-0303-4c26-9577-de95bb2e493e,Dr. José Pedro Gomes,1948-08-14,267.592.901-15,33193909,Barros,AC,Brasil,F,41 9862 5634,26759290115@exemplo.com.br,2025-04-21
6d6d8216-2096-44a7-8031-c9ab75b9efa8,José Miguel da Rocha,1936-08-01,892.584.045-04,96480291,Fogaça de Minas,MG,Brasil,F,(081) 2045 7087,89258404504@exemplo.com.br,2024-03-07
f289485b-122b-4b1d-a10f-7d498e02127e,Mariana Garcia,2004-03-05,417.220.193-20,41070-629,Pereira,RO,Brasil,M,0300 647 9759,41722019320@exemplo.com.br,2024-08-08
1d110e44-af8a-4487-8fb7-6cdf568c6a62,Heloísa Cavalcante,1961-02-27,459.496.793-15,01652000,Machado,AL,Brasil,M,(081) 5437 5731,45949679315@exemplo.com.br,2025-01-12
d750ab7d-548c-4ab6-a655-c7a62ca4da0a,Mariane Moraes,1938-04-26,685.343.012-06,20161319,Freitas,MT,Brasil,M,+55 41 6515 9830,68534301206@exemplo.com.br,2023-07-05
14ebaa24-c479-4ca5-aca4-784bd80ac3c3,Esther Fernandes,1957-07-20,193.018.903-04,55793-018,Barros,RO,Brasil,F,+55 41 9409 6482,19301890304@exemplo.com.br,2024-11-03
a76ca427-cee9-486f-82c1-a112c2b23c47,Maria Isis Leão,1937-08-03,563.228.599-54,81978627,Gomes,MS,Brasil,F,+55 41 3476-7605,56322859954@exemplo.com.br,2025-05-22
091d2e09-ff51-40e8-b2a7-36f1c6f9532a,Guilherme da Mota,1946-10-14,105.540.373-55,29622-852,Farias da Mata,SP,Brasil,M,+55 (051) 3441 1348,10554037355@exemplo.com.br,2023-10-11
31e2460d-6444-44d5-b87f-295434f34a61,Júlia Moura,1940-07-18,557.917.906-05,51727457,Barros das Flores,MG,Brasil,M,+55 51 7797 2032,55791790605@exemplo.com.br,2023-12-24
cf94fc39-ccc6-4610-9c52-be55a049a896,Maria Sophia Gonçalves,1951-06-23,434.317.299-95,92068-953,Abreu da Mata,RO,Brasil,M,+55 11 5217 9583,43431729995@exemplo.com.br,2025-04-10
f7ac0b77-33e3-40e5-96ae-27f9edb0597e,Valentim Teixeira,1944-03-28,588.713.917-71,01839-829,Mendes,PR,Brasil,M,41 3554-1186,58871391771@exemplo.com.br,2025-03-20
f6d7653f-9b71-4af5-9787-1cfeef090769,Sra. Esther Aparecida,1938-03-05,104.282.096-85,00635942,Ribeiro,PE,Brasil,F,(081) 3877 7481,10428209685@exemplo.com.br,2024-08-15
77821e84-989c-40b2-afb4-6a2b325eca37,Emanuel da Conceição,1971-10-24,030.478.282-06,31958886,Brito,MG,Brasil,M,(084) 4771-5684,03047828206@exemplo.com.br,2024-08-17
438cb022-b864-4f8a-9965-6047c26dee42,Erick Teixeira,1994-12-09,401.537.405-83,99556242,Rezende Paulista,TO,Brasil,F,21 0839 8951,40153740583@exemplo.com.br,2023-12-14
74417dfc-a8a4-45af-9e6e-cd2162987583,Giovanna Ramos,1973-05-02,341.865.966-15,53852417,Cavalcante,SE,Brasil,F,(084) 6665-7917,34186596615@exemplo.com.br,2024-05-22
a7966659-1c85-4a84-8dd2-35ed292a77f5,Sr. Lucas Moreira,2000-12-21,246.572.056-03,32200775,Carvalho,RO,Brasil,M,11 5173 2470,24657205603@exemplo.com.br,2024-12-18
c0310155-de6c-4ee8-bfc1-bb853916d6ae,Bella Silva,1979-03-07,344.585.547-06,61840-784,Macedo,DF,Brasil,M,61 7612 5788,34458554706@exemplo.com.br,2023-08-04
0b856ef5-a704-4454-bce9-47e95f04d29f,Gabrielly Ferreira,1946-03-20,382.025.462-07,66168-945,Silva das Flores,MT,Brasil,M,(051) 9370 7914,38202546207@exemplo.com.br,2023-09-26
1908c11c-beed-4b03-becb-6699ee3ec503,Clara Correia,1958-03-28,836.013.484-92,01994530,Borges,PA,Brasil,M,(084) 2129-6840,83601348492@exemplo.com.br,2024-07-05
3eab4dac-cc5b-457a-b226-6aba354ef6ee,Raquel Pereira,1977-01-30,327.124.837-35,21778072,Câmara,PB,Brasil,F,71 5318 1474,32712483735@exemplo.com.br,2024-02-19
297d8fa2-a952-4730-bf73-b9d736363e2b,Mirella Rios,1948-10-14,470.920.225-68,97329-094,Oliveira,PA,Brasil,M,(031) 1169-1685,47092022568@exemplo.com.br,2024-07-10
977b7eae-dc15-476f-9a16-c73ebad0bc6b,Bruno Aragão,1987-09-24,604.391.455-98,92011-918,Albuquerque de Guerra,PB,Brasil,M,51 7061 1418,60439145598@exemplo.com.br,2025-02-24
9861339b-e3aa-4e27-baba-4133daaa1a0b,Beatriz da Costa,1962-09-19,474.619.012-74,40848-190,Guerra do Norte,RO,Brasil,F,+55 11 7538-2016,47461901274@exemplo.com.br,2023-09-30
c73d04f5-aaad-4f41-a248-a180a13fb332,Sra. Zoe Sousa,1979-07-30,443.224.865-33,97133054,Melo,AM,Brasil,M,(041) 5055 8072,44322486533@exemplo.com.br,2024-05-27
887ff141-9762-43e4-912a-2a9c8c523e10,Enrico Porto,1962-01-01,264.455.483-99,32177033,Machado Verde,PE,Brasil,F,+55 41 0435-3340,26445548399@exemplo.com.br,2023-09-16
f7851261-2e64-433c-be29-cc2ff4c4be96,Dra. Daniela Camargo,2000-12-31,650.393.994-93,92745-071,da Paz da Mata,AM,Brasil,F,(041) 8258 7423,65039399493@exemplo.com.br,2024-12-12
f375cfd2-8e18-48b3-8846-47c8f1a2a1b1,Dra. Sara Mendonça,1998-04-05,719.859.615-18,24880-050,Campos,RO,Brasil,F,51 4615 0734,71985961518@exemplo.com.br,2024-11-23
ce0c78bc-0151-48ae-a653-953b47ddc315,Daniela Santos,1971-08-01,852.580.185-01,24505737,Machado,MT,Brasil,F,+55 41 8968 3939,85258018501@exemplo.com.br,2024-10-21
59af90ad-741d-49bc-8539-61415aabf773,Enzo Aparecida,1989-11-26,629.879.991-72,15238-381,Sampaio,MA,Brasil,F,51 4973 1303,62987999172@exemplo.com.br,2024-03-19
3ac86c3c-a85a-4e01-90fd-afa4da7f45ae,Maria Clara Ramos,1957-10-25,402.943.256-93,68070184,Alves do Sul,SP,Brasil,F,84 0456-8443,40294325693@exemplo.com.br,2024-11-26
59af8fd8-b5fd-47bb-9c8a-f6ca7c10a9c9,Ryan Gonçalves,1988-05-03,298.502.589-84,58074789,Novais da Serra,PR,Brasil,F,(011) 2832 5636,29850258984@exemplo.com.br,2025-05-01
2982a606-d14f-414b-af17-5a5dde303d24,João Felipe da Cunha,1956-12-09,002.219.036-67,27389-928,Castro de Vargas,MT,Brasil,F,+55 (041) 7437 1922,00221903667@exemplo.com.br,2025-02-10
f05fda55-12c3-495a-a8de-4a07f0270dc9,Melina Rios,1951-11-13,276.006.826-50,60876825,Brito de Marques,AP,Brasil,F,61 6585-2335,27600682650@exemplo.com.br,2024-05-30
44979e2b-3daf-4d2b-bf27-62d31130b72b,Gabriela Casa Grande,2004-05-17,679.247.679-25,74313623,da Rocha da Mata,SE,Brasil,F,0800 816 4288,67924767925@exemplo.com.br,2024-03-27
14f96599-3334-4bfa-a750-3d2e18d76344,Gustavo Henrique Câmara,1991-02-24,005.214.520-56,29977-477,Lima,ES,Brasil,M,+55 (041) 0181 7225,00521452056@exemplo.com.br,2025-02-17
cd696264-966d-4a65-b6b5-19d6526a8f07,Bruno Nunes,1974-07-28,925.491.663-41,62151-472,Vargas,AL,Brasil,F,+55 61 7003 5021,92549166341@exemplo.com.br,2024-12-19
fde7d081-ec9d-46f7-bed7-2ef7beb18015,Sra. Cecília Brito,1947-12-09,283.627.575-75,61645-991,Campos do Amparo,MG,Brasil,F,+55 71 8749-4262,28362757575@exemplo.com.br,2025-05-20
e34906d5-f7f7-4673-a793-03c5a0ff9f99,Sra. Eloah Andrade,1936-03-23,190.088.430-23,60057-135,da Cruz de Brito,TO,Brasil,M,(031) 5076-0488,19008843023@exemplo.com.br,2024-10-27
390a76bf-3019-493f-91c9-1e77884a99f6,Enzo Costa,1957-07-02,560.847.356-09,98801111,Pacheco de Costela,PA,Brasil,F,(081) 3059-9623,56084735609@exemplo.com.br,2024-06-12
fd712e92-aff2-40b7-a26d-def138e4b094,Thales Moura,1973-04-29,774.523.990-01,92202302,Pimenta,BA,Brasil,F,(041) 0350-2522,77452399001@exemplo.com.br,2024-08-19
7939822a-4cfa-4244-bb05-da4bd6badf03,Maria Eduarda Rezende,1946-12-21,837.989.087-74,85555-379,Câmara,RR,Brasil,F,(041) 0777-5527,83798908774@exemplo.com.br,2024-09-24
780701fc-78b4-469a-84f6-a6719352b2b6,Oliver Almeida,1973-03-29,748.263.484-74,55424009,Cassiano Grande,MG,Brasil,M,(031) 9415-4906,74826348474@exemplo.com.br,2024-04-20
9c37968a-af1f-4efc-a0cd-b8b1ed11696d,Bernardo Borges,1963-09-27,836.060.362-90,03199984,Sousa do Amparo,RN,Brasil,M,+55 71 7671-2197,83606036290@exemplo.com.br,2024-05-18
2b20c6f7-b13a-4191-a519-c6722710b831,Dr. Mateus Vasconcelos,1949-07-15,856.139.836-03,60918-932,Farias,RJ,Brasil,M,0300-189-2447,85613983603@exemplo.com.br,2023-10-14
d8fc2755-7187-40d6-94ff-2207895dc381,Sra. Maria Julia Castro,1949-05-19,987.634.288-42,25928-859,Nunes de Minas,DF,Brasil,M,(061) 4987-7586,98763428842@exemplo.com.br,2024-11-01
8c27d86a-efdc-498d-b15f-805239289ba3,Hadassa Monteiro,1966-07-17,752.764.731-49,56894435,Machado de Guerra,MT,Brasil,F,+55 (061) 5796 1179,75276473149@exemplo.com.br,2024-08-07
d37741b7-7fa3-42c6-9764-2b17123cf509,Larissa Fonseca,1995-12-30,055.294.782-89,18652-407,Casa Grande,AP,Brasil,F,+55 (061) 8509 7189,05529478289@exemplo.com.br,2025-06-17
21e06fa3-9421-4657-a0e0-6ac9773577fd,Vitória Alves,1966-03-31,781.213.886-77,71061-750,Cunha,ES,Brasil,F,+55 (071) 8363 0895,78121388677@exemplo.com.br,2024-10-07
5a6636a4-7431-4626-a9fb-0830f0c24062,João Vitor Martins,1960-09-02,233.025.994-29,83506300,Duarte,RN,Brasil,M,+55 (071) 3190 1050,23302599429@exemplo.com.br,2024-07-14
839473aa-3fbb-4e90-9776-cf36a3b804aa,Clarice Mendes,1951-04-29,092.273.355-82,66321729,Fonseca,TO,Brasil,M,(071) 1771 3798,09227335582@exemplo.com.br,2024-12-23
